Part Number,Finish,Length,Units,List Price,Page Number(s)
BE9-1714,Clear,24’ - 0”,1 pc.,566,"D2-4, D2-8"
BE9-1714,Bronze,24’ - 0”,1 pc.,587,"D2-4, D2-8"
BE9-1714,Paint,24’ - 0”,1 pc.,651,"D2-4, D2-8"
BE9-1716,Clear,24’ - 0”,1 pc.,564,D2-4
BE9-1716,Bronze,24’ - 0”,1 pc.,599,D2-4
BE9-1716,Paint,24’ - 0”,1 pc.,689,D2-4
BE9-1722,Clear,24’ - 0”,1 pc.,675,D2-4
BE9-1722,Bronze,24’ - 0”,1 pc.,696,D2-4
BE9-1722,Paint,24’ - 0”,1 pc.,708,D2-4
BE9-1726,Clear,24’ - 0”,1 pc.,687,D2-8
BE9-1726,Bronze,24’ - 0”,1 pc.,708,D2-8
BE9-1726,Paint,24’ - 0”,1 pc.,758,D2-8
BE9-1727,Clear,24’ - 0”,1 pc.,339,"D2-5, D2-7, D5-10"
BE9-1727,Bronze,24’ - 0”,1 pc.,381,"D2-5, D2-7, D5-10"
BE9-1727,Paint,24’ - 0”,1 pc.,518,"D2-5, D2-7, D5-10"
BE9-1728,Clear,24’ - 0”,1 pc.,374,"D2-5, D2-7, D5-10"
BE9-1728,Bronze,24’ - 0”,1 pc.,416,"D2-5, D2-7, D5-10"
BE9-1728,Paint,24’ - 0”,1 pc.,564,"D2-5, D2-7, D5-10"
BE9-1729,Clear,24’ - 0”,1 pc.,380,"D2-5, D2-7, D5-10"
BE9-1729,Bronze,24’ - 0”,1 pc.,425,"D2-5, D2-7, D5-10"
BE9-1729,Paint,24’ - 0”,1 pc.,570,"D2-5, D2-7, D5-10"
BE9-1733,Clear,24’ - 0”,1 pc.,570,D2-6
BE9-1733,Bronze,24’ - 0”,1 pc.,608,D2-6
BE9-1733,Paint,24’ - 0”,1 pc.,642,D2-6
BE9-1737,Clear,24’ - 0”,1 pc.,647,"D2-5, D2-7, D5-4, D5-10"
BE9-1737,Bronze,24’ - 0”,1 pc.,750,"D2-5, D2-7, D5-4, D5-10"
BE9-1737,Paint,24’ - 0”,1 pc.,815,"D2-5, D2-7, D5-4, D5-10"
BE9-1740,Clear,24’ - 0”,1 pc.,636,D2-8
BE9-1740,Bronze,24’ - 0”,1 pc.,663,D2-8
BE9-1740,Paint,24’ - 0”,1 pc.,737,D2-8
BE9-1743,Clear,24’ - 0”,1 pc.,555,"D2-5, D2-7"
BE9-1743,Bronze,24’ - 0”,1 pc.,572,"D2-5, D2-7"
BE9-1743,Paint,24’ - 0”,1 pc.,668,"D2-5, D2-7"
BE9-1744,Clear,24’ - 0”,1 pc.,531,"D2-5, D2-7"
BE9-1744,Bronze,24’ - 0”,1 pc.,560,"D2-5, D2-7"
BE9-1744,Paint,24’ - 0”,1 pc.,600,"D2-5, D2-7"
BE9-1750,Clear,24’ - 0”,1 pc.,576,D2-6
BE9-1750,Bronze,24’ - 0”,1 pc.,596,D2-6
BE9-1750,Paint,24’ - 0”,1 pc.,645,D2-6
,,,,,
Index-58,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-1788,Clear,24’ - 0”,1 pc.,321,"D2-4, D2-7, D2-8"
BE9-1788,Bronze,24’ - 0”,1 pc.,375,"D2-4, D2-7, D2-8"
BE9-1788,Paint,24’ - 0”,1 pc.,509,"D2-4, D2-7, D2-8"
BE9-2201,Clear,24’ - 0”,1 pc.,519,D2-2
BE9-2201,Bronze,24’ - 0”,1 pc.,525,D2-2
BE9-2201,Paint,24’ - 0”,1 pc.,656,D2-2
BE9-2202,Clear,24’ - 0”,1 pc.,477,D2-2
BE9-2202,Bronze,24’ - 0”,1 pc.,506,D2-2
BE9-2202,Paint,24’ - 0”,1 pc.,605,D2-2
BE9-2203,Clear,24’ - 0”,1 pc.,486,D2-2
BE9-2203,Bronze,24’ - 0”,1 pc.,515,D2-2
BE9-2203,Paint,24’ - 0”,1 pc.,629,D2-2
BE9-2206,Clear,24’ - 0”,1 pc.,566,D2-2
BE9-2206,Bronze,24’ - 0”,1 pc.,594,D2-2
BE9-2206,Paint,24’ - 0”,1 pc.,639,D2-2
BE9-2207,Clear,24’ - 0”,1 pc.,582,D2-2
BE9-2207,Bronze,24’ - 0”,1 pc.,590,D2-2
BE9-2207,Paint,24’ - 0”,1 pc.,681,D2-2
BE9-2209,Clear,24’ - 0”,1 pc.,791,D2-2
BE9-2209,Bronze,24’ - 0”,1 pc.,825,D2-2
BE9-2209,Paint,24’ - 0”,1 pc.,957,D2-2
BE9-2218,Clear,24’ - 0”,1 pc.,410,D2-2
BE9-2218,Bronze,24’ - 0”,1 pc.,432,D2-2
BE9-2218,Paint,24’ - 0”,1 pc.,561,D2-2
BE9-2320,Clear,24’ - 0”,1 pc.,443,D3-3
BE9-2320,Bronze,24’ - 0”,1 pc.,467,D3-3
BE9-2320,Paint,24’ - 0”,1 pc.,656,D3-3
BE9-2503,Clear,24’ - 0”,1 pc.,621,C3-13
BE9-2503,Bronze,24’ - 0”,1 pc.,648,C3-13
BE9-2503,Paint,24’ - 0”,1 pc.,749,C3-13
BE9-2504,Clear,24’ - 0”,1 pc.,671,C3-11
BE9-2504,Bronze,24’ - 0”,1 pc.,680,C3-11
BE9-2504,Paint,24’ - 0”,1 pc.,1010,C3-11
BE9-2505,Clear,24’ - 0”,1 pc.,657,C3-11
BE9-2505,Bronze,24’ - 0”,1 pc.,665,C3-11
BE9-2505,Paint,24’ - 0”,1 pc.,992,C3-11
BE9-2506,Clear,24’ - 0”,1 pc.,983,C3-13
BE9-2506,Bronze,24’ - 0”,1 pc.,1053,C3-13
BE9-2506,Paint,24’ - 0”,1 pc.,1166,C3-13
BE9-2507,Clear,24’ - 0”,1 pc.,987,C3-13
BE9-2507,Bronze,24’ - 0”,1 pc.,1052,C3-13
BE9-2507,Paint,24’ - 0”,1 pc.,1163,C3-13
BE9-2511,Clear,24’ - 0”,1 pc.,497,"C3-10, C3-12"
BE9-2511,Bronze,24’ - 0”,1 pc.,531,"C3-10, C3-12"
BE9-2511,Paint,24’ - 0”,1 pc.,618,"C3-10, C3-12"
BE9-2513,Clear,24’ - 0”,1 pc.,419,"C3-9, C3-11"
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-2513,Bronze,24’ - 0”,1 pc.,443,"C3-9, C3-11"
BE9-2513,Paint,24’ - 0”,1 pc.,495,"C3-9, C3-11"
BE9-2514,Clear,24’ - 0”,1 pc.,444,C3-9
BE9-2514,Bronze,24’ - 0”,1 pc.,471,C3-9
BE9-2514,Paint,24’ - 0”,1 pc.,549,C3-9
BE9-2515,Clear,24’ - 0”,1 pc.,527,C3-9
BE9-2515,Bronze,24’ - 0”,1 pc.,561,C3-9
BE9-2515,Paint,24’ - 0”,1 pc.,686,C3-9
BE9-2516,Clear,24’ - 0”,1 pc.,546,"C3-10, C3-11"
BE9-2516,Bronze,24’ - 0”,1 pc.,561,"C3-10, C3-11"
BE9-2516,Paint,24’ - 0”,1 pc.,710,"C3-10, C3-11"
BE9-2517,Clear,24’ - 0”,1 pc.,468,C3-9
BE9-2517,Bronze,24’ - 0”,1 pc.,500,C3-9
BE9-2517,Paint,24’ - 0”,1 pc.,582,C3-9
BE9-2518,Clear,24’ - 0”,1 pc.,450,"C3-9, C3-11"
BE9-2518,Bronze,24’ - 0”,1 pc.,486,"C3-9, C3-11"
BE9-2518,Paint,24’ - 0”,1 pc.,567,"C3-9, C3-11"
BE9-2521,Clear,24’ - 0”,1 pc.,359,C3-11
BE9-2521,Bronze,24’ - 0”,1 pc.,399,C3-11
BE9-2521,Paint,24’ - 0”,1 pc.,440,C3-11
BE9-2522,Clear,24’ - 0”,1 pc.,507,C3-11
BE9-2522,Bronze,24’ - 0”,1 pc.,542,C3-11
BE9-2522,Paint,24’ - 0”,1 pc.,648,C3-11
BE9-2524,Clear,24’ - 0”,1 pc.,527,C3-13
BE9-2524,Bronze,24’ - 0”,1 pc.,554,C3-13
BE9-2524,Paint,24’ - 0”,1 pc.,635,C3-13
BE9-2525,Clear,24’ - 0”,1 pc.,333,C3-13
BE9-2525,Bronze,24’ - 0”,1 pc.,350,C3-13
BE9-2525,Paint,24’ - 0”,1 pc.,426,C3-13
BE9-2526,Clear,24’ - 0”,1 pc.,345,C3-13
BE9-2526,Bronze,24’ - 0”,1 pc.,363,C3-13
BE9-2526,Paint,24’ - 0”,1 pc.,443,C3-13
BE9-2527,Clear,24’ - 0”,1 pc.,480,C3-13
BE9-2527,Bronze,24’ - 0”,1 pc.,506,C3-13
BE9-2527,Paint,24’ - 0”,1 pc.,546,C3-13
BE9-2528,Clear,24’ - 0”,1 pc.,380,C3-13
BE9-2528,Bronze,24’ - 0”,1 pc.,398,C3-13
BE9-2528,Paint,24’ - 0”,1 pc.,479,C3-13
BE9-2537,Clear,24’ - 0”,1 pc.,242,???
BE9-2537,Bronze,24’ - 0”,1 pc.,264,???
BE9-2537,Paint,24’ - 0”,1 pc.,324,???
BE9-2539,Clear,24’ - 0”,1 pc.,471,???
BE9-2539,Bronze,24’ - 0”,1 pc.,506,???
BE9-2539,Paint,24’ - 0”,1 pc.,575,???
BE9-2541,Clear,24’ - 0”,1 pc.,365,C3-13
BE9-2541,Bronze,24’ - 0”,1 pc.,372,C3-13
,,,,,
Index-60,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-2541,Paint,24’ - 0”,1 pc.,542,C3-13
BE9-2551,Clear,24’ - 0”,1 pc.,408,C2-15
BE9-2551,Bronze,24’ - 0”,1 pc.,437,C2-15
BE9-2551,Paint,24’ - 0”,1 pc.,513,C2-15
BE9-2552,Clear,24’ - 0”,1 pc.,197,C2-15
BE9-2552,Bronze,24’ - 0”,1 pc.,210,C2-15
BE9-2552,Paint,24’ - 0”,1 pc.,246,C2-15
BE9-2553,Clear,24’ - 0”,1 pc.,438,C2-15
BE9-2553,Bronze,24’ - 0”,1 pc.,455,C2-15
BE9-2553,Paint,24’ - 0”,1 pc.,525,C2-15
BE9-2555,Clear,24’ - 0”,1 pc.,518,C2-15
BE9-2555,Bronze,24’ - 0”,1 pc.,546,C2-15
BE9-2555,Paint,24’ - 0”,1 pc.,677,C2-15
BE9-2556,Clear,24’ - 0”,1 pc.,459,C2-15
BE9-2556,Bronze,24’ - 0”,1 pc.,486,C2-15
BE9-2556,Paint,24’ - 0”,1 pc.,566,C2-15
BE9-2557,Clear,24’ - 0”,1 pc.,405,"C3-3, C3-28"
BE9-2557,Bronze,24’ - 0”,1 pc.,434,"C3-3, C3-28"
BE9-2557,Paint,24’ - 0”,1 pc.,506,"C3-3, C3-28"
BE9-2558,Clear,24’ - 0”,1 pc.,347,"C3-3, C3-28"
BE9-2558,Bronze,24’ - 0”,1 pc.,375,"C3-3, C3-28"
BE9-2558,Paint,24’ - 0”,1 pc.,443,"C3-3, C3-28"
BE9-2559,Clear,24’ - 0”,1 pc.,257,C2-15
BE9-2559,Bronze,24’ - 0”,1 pc.,270,C2-15
BE9-2559,Paint,24’ - 0”,1 pc.,303,C2-15
BE9-2561,Clear,24’ - 0”,1 pc.,582,C2-15
BE9-2561,Bronze,24’ - 0”,1 pc.,612,C2-15
BE9-2561,Paint,24’ - 0”,1 pc.,686,C2-15
BE9-2562,Clear,24’ - 0”,1 pc.,303,"C2-15, C3-9, C3-11, C3-27"
BE9-2562,Bronze,24’ - 0”,1 pc.,318,"C2-15, C3-9, C3-11, C3-27"
BE9-2562,Paint,24’ - 0”,1 pc.,335,"C2-15, C3-9, C3-11, C3-27"
BE9-2564,Clear,24’ - 0”,1 pc.,315,C3-3
BE9-2564,Bronze,24’ - 0”,1 pc.,344,C3-3
BE9-2564,Paint,24’ - 0”,1 pc.,408,C3-3
BE9-2565,Clear,24’ - 0”,1 pc.,323,C3-3
BE9-2565,Bronze,24’ - 0”,1 pc.,351,C3-3
BE9-2565,Paint,24’ - 0”,1 pc.,416,C2-15
BE9-2566,Clear,24’ - 0”,1 pc.,455,"C3-3, C3-28"
BE9-2566,Bronze,24’ - 0”,1 pc.,468,"C3-3, C3-28"
BE9-2566,Paint,24’ - 0”,1 pc.,677,"C3-3, C3-28"
BE9-2567,Clear,24’ - 0”,1 pc.,455,"C3-3, C3-28"
BE9-2567,Bronze,24’ - 0”,1 pc.,468,"C3-3, C3-28"
BE9-2567,Paint,24’ - 0”,1 pc.,677,"C3-3, C3-28"
BE9-2568,Clear,24’ - 0”,1 pc.,521,"C3-3, C3-28"
BE9-2568,Bronze,24’ - 0”,1 pc.,560,"C3-3, C3-28"
BE9-2568,Paint,24’ - 0”,1 pc.,734,"C2-15, C2-1"
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-2569,Clear,24’ - 0”,1 pc.,495,"C3-3, C3-28"
BE9-2569,Bronze,24’ - 0”,1 pc.,512,"C3-3, C3-28"
BE9-2569,Paint,24’ - 0”,1 pc.,722,"C3-3, C3-28"
BE9-2570,Clear,24’ - 0”,1 pc.,200,"C3-16, C4-9, C4-25, C7-3"
BE9-2570,Bronze,24’ - 0”,1 pc.,206,"C3-16, C4-9, C4-25, C7-3"
BE9-2570,Paint,24’ - 0”,1 pc.,264,"C3-16, C4-9, C4-25, C7-3"
BE9-2571,Clear,24’ - 0”,1 pc.,200,"C3-6, C3-16, C3-23, C3-29"
BE9-2571,Bronze,24’ - 0”,1 pc.,216,"C3-6, C3-16, C3-23, C3-29"
BE9-2571,Paint,24’ - 0”,1 pc.,254,"C3-6, C3-16, C3-23, C3-29"
BE9-2572,Clear,24’ - 0”,1 pc.,432,C3-11
BE9-2572,Bronze,24’ - 0”,1 pc.,465,C3-11
BE9-2572,Paint,24’ - 0”,1 pc.,552,C3-11
BE9-2573,Clear,24’ - 0”,1 pc.,426,C3-9
BE9-2573,Bronze,24’ - 0”,1 pc.,455,C3-9
BE9-2573,Paint,24’ - 0”,1 pc.,542,C3-9
BE9-2574,Clear,24’ - 0”,1 pc.,450,C3-11
BE9-2574,Bronze,24’ - 0”,1 pc.,473,C3-11
BE9-2574,Paint,24’ - 0”,1 pc.,534,C3-11
BE9-2575,Clear,24’ - 0”,1 pc.,456,C3-9
BE9-2575,Bronze,24’ - 0”,1 pc.,473,C3-9
BE9-2575,Paint,24’ - 0”,1 pc.,546,C3-9
BE9-2578,Clear,24’ - 0”,1 pc.,264,"C2-15, C3-9, C3-11"
BE9-2578,Bronze,24’ - 0”,1 pc.,293,"C2-15, C3-9, C3-11"
BE9-2578,Paint,24’ - 0”,1 pc.,312,"C2-15, C3-9, C3-11"
BE9-2579,Clear,24’ - 0”,1 pc.,345,C2-15
BE9-2579,Bronze,24’ - 0”,1 pc.,374,C2-15
BE9-2579,Paint,24’ - 0”,1 pc.,443,C2-15
BE9-2581,Clear,24’ - 0”,1 pc.,536,"C3-6, C3-23, C3-29"
BE9-2581,Bronze,24’ - 0”,1 pc.,566,"C3-6, C3-23, C3-29"
BE9-2581,Paint,24’ - 0”,1 pc.,791,"C3-6, C3-23, C3-29"
BE9-2582,Clear,24’ - 0”,1 pc.,659,"C3-6, C3-23, C3-29, D7-6, D7-11, D8-6, E6-4, E6-14, E6-22, E7-6"
BE9-2582,Bronze,24’ - 0”,1 pc.,671,"C3-6, C3-23, C3-29, D7-6, D7-11, D8-6, E6-4, E6-14, E6-22, E7-6"
BE9-2582,Paint,24’ - 0”,1 pc.,867,"C3-6, C3-23, C3-29, D7-6, D7-11, D8-6, E6-4, E6-14, E6-22, E7-6"
BE9-2583,Clear,24’ - 0”,1 pc.,266,"C3-6, C3-23, C3-29, C4-12, C4-26"
BE9-2583,Bronze,24’ - 0”,1 pc.,306,"C3-6, C3-23, C3-29, C4-12, C4-26"
BE9-2583,Paint,24’ - 0”,1 pc.,399,"C3-6, C3-23, C3-29, C4-12, C4-26"
BE9-2601,Clear,24’ - 0”,1 pc.,446,C3-27
BE9-2601,Bronze,24’ - 0”,1 pc.,477,C3-27
BE9-2601,Paint,24’ - 0”,1 pc.,560,C3-27
BE9-2602,Clear,24’ - 0”,1 pc.,479,C3-27
BE9-2602,Bronze,24’ - 0”,1 pc.,497,C3-27
BE9-2602,Paint,24’ - 0”,1 pc.,575,C3-27
BE9-2603,Clear,24’ - 0”,1 pc.,501,C3-27
BE9-2603,Bronze,24’ - 0”,1 pc.,531,C3-27
BE9-2603,Paint,24’ - 0”,1 pc.,618,C3-27
BE9-2604,Clear,24’ - 0”,1 pc.,378,C3-27
,,,,,
Index-62,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-2604,Bronze,24’ - 0”,1 pc.,408,C3-27
BE9-2604,Paint,24’ - 0”,1 pc.,483,C3-27
BE9-2605,Clear,24’ - 0”,1 pc.,237,C3-27
BE9-2605,Bronze,24’ - 0”,1 pc.,252,C3-27
BE9-2605,Paint,24’ - 0”,1 pc.,297,C3-27
BE9-2606,Clear,24’ - 0”,1 pc.,635,C3-27
BE9-2606,Bronze,24’ - 0”,1 pc.,669,C3-27
BE9-2606,Paint,24’ - 0”,1 pc.,749,C3-27
BE9-2607,Clear,24’ - 0”,1 pc.,344,C3-27
BE9-2607,Bronze,24’ - 0”,1 pc.,375,C3-27
BE9-2607,Paint,24’ - 0”,1 pc.,446,C3-27
BE9-2608,Clear,24’ - 0”,1 pc.,353,C3-28
BE9-2608,Bronze,24’ - 0”,1 pc.,384,C3-28
BE9-2608,Paint,24’ - 0”,1 pc.,455,C3-28
BE9-2609,Clear,24’ - 0”,1 pc.,309,"C3-6, C3-23, C3-27, C3-29"
BE9-2609,Bronze,24’ - 0”,1 pc.,324,"C3-6, C3-23, C3-27, C3-29"
BE9-2609,Paint,24’ - 0”,1 pc.,363,"C3-6, C3-23, C3-27, C3-29"
BE9-2620,Clear,24’ - 0”,1 pc.,338,C3-27
BE9-2620,Bronze,24’ - 0”,1 pc.,344,C3-27
BE9-2620,Paint,24’ - 0”,1 pc.,549,C3-27
BE9-2621,Clear,24’ - 0”,1 pc.,528,"C4-15, C4-17"
BE9-2621,Bronze,24’ - 0”,1 pc.,555,"C4-15, C4-17"
BE9-2621,Paint,24’ - 0”,1 pc.,636,"C4-15, C4-17"
BE9-2623,Clear,24’ - 0”,1 pc.,716,"C4-15, C4-17"
BE9-2623,Bronze,24’ - 0”,1 pc.,758,"C4-15, C4-17"
BE9-2623,Paint,24’ - 0”,1 pc.,894,"C4-15, C4-17"
BE9-2624,Clear,24’ - 0”,1 pc.,426,"C4-15, C4-17, C4-19"
BE9-2624,Bronze,24’ - 0”,1 pc.,465,"C4-15, C4-17, C4-19"
BE9-2624,Paint,24’ - 0”,1 pc.,482,"C4-15, C4-17, C4-19"
BE9-2626,Clear,24’ - 0”,1 pc.,653,"C4-15, C4-19"
BE9-2626,Bronze,24’ - 0”,1 pc.,686,"C4-15, C4-19"
BE9-2626,Paint,24’ - 0”,1 pc.,776,"C4-15, C4-19"
BE9-2629,Clear,24’ - 0”,1 pc.,695,"C4-15, C4-19"
BE9-2629,Bronze,24’ - 0”,1 pc.,720,"C4-15, C4-19"
BE9-2629,Paint,24’ - 0”,1 pc.,789,"C4-15, C4-19"
BE9-2630,Clear,24’ - 0”,1 pc.,581,"C4-15, C4-19"
BE9-2630,Bronze,24’ - 0”,1 pc.,611,"C4-15, C4-19"
BE9-2630,Paint,24’ - 0”,1 pc.,743,"C4-15, C4-19"
BE9-2631,Clear,24’ - 0”,1 pc.,578,"C4-15, C4-19"
BE9-2631,Bronze,24’ - 0”,1 pc.,608,"C4-15, C4-19"
BE9-2631,Paint,24’ - 0”,1 pc.,725,"C4-15, C4-19"
BE9-2632,Clear,24’ - 0”,1 pc.,648,"C4-15, C4-17, C4-19"
BE9-2632,Bronze,24’ - 0”,1 pc.,683,"C4-15, C4-17, C4-19"
BE9-2632,Paint,24’ - 0”,1 pc.,725,"C4-15, C4-17, C4-19"
BE9-2637,Clear,24’ - 0”,1 pc.,525,C4-19
BE9-2637,Bronze,24’ - 0”,1 pc.,542,C4-19
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-2637,Paint,24’ - 0”,1 pc.,602,C4-19
BE9-2639,Clear,24’ - 0”,1 pc.,647,C4-19
BE9-2639,Bronze,24’ - 0”,1 pc.,680,C4-19
BE9-2639,Paint,24’ - 0”,1 pc.,744,C4-19
BE9-2640,Clear,24’ - 0”,1 pc.,713,"C4-16, C4-18, C4-20"
BE9-2640,Bronze,24’ - 0”,1 pc.,740,"C4-16, C4-18, C4-20"
BE9-2640,Paint,24’ - 0”,1 pc.,813,"C4-16, C4-18, C4-20"
BE9-2641,Clear,24’ - 0”,1 pc.,578,"C4-16, C4-18, C4-20"
BE9-2641,Bronze,24’ - 0”,1 pc.,599,"C4-16, C4-18, C4-20"
BE9-2641,Paint,24’ - 0”,1 pc.,719,"C4-16, C4-18, C4-20"
BE9-2642,Clear,24’ - 0”,1 pc.,455,"C4-16, C4-18, C4-20"
BE9-2642,Bronze,24’ - 0”,1 pc.,473,"C4-16, C4-18, C4-20"
BE9-2642,Paint,24’ - 0”,1 pc.,503,"C4-16, C4-18, C4-20"
BE9-2643,Clear,24’ - 0”,1 pc.,617,"C4-16, C4-20"
BE9-2643,Bronze,24’ - 0”,1 pc.,627,"C4-16, C4-20"
BE9-2643,Paint,24’ - 0”,1 pc.,656,"C4-16, C4-20"
BE9-2646,Paint,24’ - 0”,1 pc.,339,C4-18
BE9-2701,Clear,24’ - 0”,1 pc.,425,"D5-8, D5-9"
BE9-2701,Bronze,24’ - 0”,1 pc.,455,"D5-8, D5-9"
BE9-2701,Paint,24’ - 0”,1 pc.,507,"D5-8, D5-9"
BE9-2702,Clear,24’ - 0”,1 pc.,438,D5-12
BE9-2702,Bronze,24’ - 0”,1 pc.,468,D5-12
BE9-2702,Paint,24’ - 0”,1 pc.,617,D5-12
BE9-2703,Clear,24’ - 0”,1 pc.,420,"D5-8, D5-9, D5-11, D5-12"
BE9-2703,Bronze,24’ - 0”,1 pc.,443,"D5-8, D5-9, D5-11, D5-12"
BE9-2703,Paint,24’ - 0”,1 pc.,485,"D5-8, D5-9, D5-11, D5-12"
BE9-2705,Clear,24’ - 0”,1 pc.,431,"D5-9, D5-12"
BE9-2705,Bronze,24’ - 0”,1 pc.,473,"D5-9, D5-12"
BE9-2705,Paint,24’ - 0”,1 pc.,554,"D5-9, D5-12"
BE9-2706,Clear,24’ - 0”,1 pc.,414,"D5-9, D5-12"
BE9-2706,Bronze,24’ - 0”,1 pc.,444,"D5-9, D5-12"
BE9-2706,Paint,24’ - 0”,1 pc.,524,"D5-9, D5-12"
BE9-2709,Clear,24’ - 0”,1 pc.,324,"D5-8, D5-9"
BE9-2709,Bronze,24’ - 0”,1 pc.,365,"D5-8, D5-9"
BE9-2709,Paint,24’ - 0”,1 pc.,420,"D5-8, D5-9"
BE9-2710,Clear,24’ - 0”,1 pc.,333,"D5-8, D5-9"
BE9-2710,Bronze,24’ - 0”,1 pc.,372,"D5-8, D5-9"
BE9-2710,Paint,24’ - 0”,1 pc.,426,"D5-8, D5-9"
BE9-2712,Clear,24’ - 0”,1 pc.,446,"D5-8, D5-11"
BE9-2712,Bronze,24’ - 0”,1 pc.,489,"D5-8, D5-11"
BE9-2712,Paint,24’ - 0”,1 pc.,581,"D5-8, D5-11"
BE9-2713,Clear,24’ - 0”,1 pc.,345,"D5-8, D5-11"
BE9-2713,Bronze,24’ - 0”,1 pc.,386,"D5-8, D5-11"
BE9-2713,Paint,24’ - 0”,1 pc.,413,"D5-8, D5-11"
BE9-2717,Clear,24’ - 0”,1 pc.,405,D5-12
BE9-2717,Bronze,24’ - 0”,1 pc.,446,D5-12
,,,,,
Index-64,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-2717,Paint,24’ - 0”,1 pc.,483,D5-12
BE9-2720,Clear,24’ - 0”,1 pc.,332,"D5-9, D5-12"
BE9-2720,Bronze,24’ - 0”,1 pc.,372,"D5-9, D5-12"
BE9-2720,Paint,24’ - 0”,1 pc.,408,"D5-9, D5-12"
BE9-2722,Clear,24’ - 0”,1 pc.,272,"D5-8, D5-9"
BE9-2722,Bronze,24’ - 0”,1 pc.,311,"D5-8, D5-9"
BE9-2722,Paint,24’ - 0”,1 pc.,372,"D5-8, D5-9"
BE9-2723,Clear,24’ - 0”,1 pc.,554,F5-2
BE9-2723,Bronze,24’ - 0”,1 pc.,593,F5-2
BE9-2723,Paint,24’ - 0”,1 pc.,627,F5-2
BE9-2724,Clear,24’ - 0”,1 pc.,527,F5-2
BE9-2724,Bronze,24’ - 0”,1 pc.,558,F5-2
BE9-2724,Paint,24’ - 0”,1 pc.,671,F5-2
BE9-2725,Clear,24’ - 0”,1 pc.,635,F5-2
BE9-2725,Bronze,24’ - 0”,1 pc.,657,F5-2
BE9-2725,Paint,24’ - 0”,1 pc.,899,F5-2
BE9-2726,Clear,24’ - 0”,1 pc.,587,F5-2
BE9-2726,Bronze,24’ - 0”,1 pc.,642,F5-2
BE9-2726,Paint,24’ - 0”,1 pc.,692,F5-2
BE9-2727,Clear,24’ - 0”,1 pc.,669,F5-2
BE9-2727,Bronze,24’ - 0”,1 pc.,711,F5-2
BE9-2727,Paint,24’ - 0”,1 pc.,746,F5-2
BE9-2728,Clear,24’ - 0”,1 pc.,692,F5-2
BE9-2728,Bronze,24’ - 0”,1 pc.,717,F5-2
BE9-2728,Paint,24’ - 0”,1 pc.,801,F5-2
BE9-2729,Clear,24’ - 0”,1 pc.,453,F5-2
BE9-2729,Bronze,24’ - 0”,1 pc.,468,F5-2
BE9-2729,Paint,24’ - 0”,1 pc.,693,F5-2
BE9-2734,Clear,24’ - 0”,1 pc.,182,F5-2
BE9-2734,Bronze,24’ - 0”,1 pc.,188,F5-2
BE9-2734,Paint,24’ - 0”,1 pc.,212,F5-2
BE9-2735,Clear,24’ - 0”,1 pc.,507,F5-2
BE9-2735,Bronze,24’ - 0”,1 pc.,540,F5-2
BE9-2735,Paint,24’ - 0”,1 pc.,758,F5-2
BE9-2736,Clear,24’ - 0”,1 pc.,837,F5-3
BE9-2736,Bronze,24’ - 0”,1 pc.,860,F5-3
BE9-2736,Paint,24’ - 0”,1 pc.,1145,F5-3
BE9-2737,Clear,24’ - 0”,1 pc.,803,F5-2
BE9-2737,Bronze,24’ - 0”,1 pc.,824,F5-2
BE9-2737,Paint,24’ - 0”,1 pc.,1092,F5-2
BE9-2738,Clear,24’ - 0”,1 pc.,929,F5-2
BE9-2738,Bronze,24’ - 0”,1 pc.,951,F5-2
BE9-2738,Paint,24’ - 0”,1 pc.,1259,F5-2
BE9-2739,Clear,24’ - 0”,1 pc.,659,F5-2
BE9-2739,Bronze,24’ - 0”,1 pc.,708,F5-2
BE9-2739,Paint,24’ - 0”,1 pc.,815,F5-2
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
BE9-2745,Clear,24’ - 0”,1 pc.,809,F5-4
BE9-2745,Bronze,24’ - 0”,1 pc.,860,F5-4
BE9-2745,Paint,24’ - 0”,1 pc.,929,F5-4
BE9-2746,Clear,24’ - 0”,1 pc.,420,D7-7
BE9-2746,Bronze,24’ - 0”,1 pc.,446,D7-7
BE9-2746,Paint,24’ - 0”,1 pc.,543,D7-7
BE9-2747,Clear,24’ - 0”,1 pc.,521,D7-7
BE9-2747,Bronze,24’ - 0”,1 pc.,552,D7-7
