Part Number,Finish,Length,Units,List Price,Page Number(s)
E9-1051,,24’ - 0”,1 pc.,1215,"C2-4, C2-12"
E9-1052,,24’ - 0”,1 pc.,72.9,C2-4
E9-1052,,24’ - 0”,1 pc.,79.05,C2-4
E9-1052,,24’ - 0”,1 pc.,156,C2-4
E9-1053,,24’ - 0”,1 pc.,68.85,C2-13
E9-1053,,24’ - 0”,1 pc.,75,C2-13
E9-1053,,24’ - 0”,1 pc.,153,C2-13
E9-1056,,24’ - 0”,1 pc.,971,"C2-5, C2-13"
E9-1056,,24’ - 0”,1 pc.,1074,"C2-5, C2-13"
E9-1056,,24’ - 0”,1 pc.,1139,"C2-5, C2-13"
E9-1057,,24’ - 0”,1 pc.,126,C2-5
E9-1057,,24’ - 0”,1 pc.,135,C2-5
E9-1057,,24’ - 0”,1 pc.,252,C2-5
E9-1058,,24’ - 0”,1 pc.,467,"C2-4, C2-11"
E9-1058,,24’ - 0”,1 pc.,503,"C2-4, C2-11"
E9-1058,,24’ - 0”,1 pc.,716,"C2-4, C2-11"
E9-1059,,24’ - 0”,1 pc.,491,C2-2
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1059,,24’ - 0”,1 pc.,512,C2-2
E9-1059,,24’ - 0”,1 pc.,642,C2-2
E9-1068,,24’ - 0”,1 pc.,201,"C2-2, C2-10"
E9-1068,,24’ - 0”,1 pc.,218,"C2-2, C2-10"
E9-1068,,24’ - 0”,1 pc.,230,"C2-2, C2-10"
E9-1069,,24’ - 0”,1 pc.,299,C2-2
E9-1069,,24’ - 0”,1 pc.,321,C2-2
E9-1069,,24’ - 0”,1 pc.,444,C2-2
E9-1071,,24’ - 0”,1 pc.,431,C2-2
E9-1071,,24’ - 0”,1 pc.,444,C2-2
E9-1071,,24’ - 0”,1 pc.,623,C2-2
E9-1072,,24’ - 0”,1 pc.,269,"C2-3, C2-11"
E9-1072,,24’ - 0”,1 pc.,300,"C2-3, C2-11"
E9-1072,,24’ - 0”,1 pc.,380,"C2-3, C2-11"
E9-1073,,24’ - 0”,1 pc.,248,C2-2
E9-1073,,24’ - 0”,1 pc.,264,C2-2
E9-1073,,24’ - 0”,1 pc.,356,C2-2
E9-1074,,24’ - 0”,1 pc.,224,C2-2
E9-1074,,24’ - 0”,1 pc.,240,C2-2
E9-1074,,24’ - 0”,1 pc.,327,C2-2
E9-1075,,24’ - 0”,1 pc.,449,C2-10
E9-1075,,24’ - 0”,1 pc.,465,C2-10
E9-1075,,24’ - 0”,1 pc.,645,C2-10
E9-1076,,24’ - 0”,1 pc.,254,C2-10
E9-1076,,24’ - 0”,1 pc.,269,C2-10
E9-1076,,24’ - 0”,1 pc.,359,C2-10
E9-1077,,24’ - 0”,1 pc.,222,C2-10
E9-1077,,24’ - 0”,1 pc.,236,C2-10
E9-1077,,24’ - 0”,1 pc.,270,C2-10
E9-1078,,24’ - 0”,1 pc.,633,C2-2
E9-1078,,24’ - 0”,1 pc.,647,C2-2
E9-1078,,24’ - 0”,1 pc.,866,C2-2
E9-1079,,24’ - 0”,1 pc.,651,C2-10
E9-1079,,24’ - 0”,1 pc.,668,C2-10
E9-1079,,24’ - 0”,1 pc.,888,C2-10
E9-1080,,24’ - 0”,1 pc.,378,"C2-3, C2-11"
E9-1080,,24’ - 0”,1 pc.,393,"C2-3, C2-11"
E9-1080,,24’ - 0”,1 pc.,494,"C2-3, C2-11"
E9-1082,,24’ - 0”,1 pc.,699,C2-12
E9-1082,,24’ - 0”,1 pc.,717,C2-12
E9-1082,,24’ - 0”,1 pc.,749,C2-12
E9-1089,,24’ - 0”,1 pc.,311,C2-10
E9-1089,,24’ - 0”,1 pc.,339,C2-10
E9-1089,,24’ - 0”,1 pc.,455,C2-10
E9-1113,,24’ - 0”,1 pc.,54.75,"C1-4, C1-9, C2-6, C2-14, C3-4, C3-14, C3-22, C3-30, C5-7, C4-4, C4-10, C4-26, C7-4, D2-10, D5-14, D6-11"
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1117,,24’ - 0”,1 pc.,503,"C2-4, C2-12"
E9-1117,,24’ - 0”,1 pc.,546,"C2-4, C2-12"
E9-1117,,24’ - 0”,1 pc.,738,"C2-4, C2-12"
E9-1118,,24’ - 0”,1 pc.,507,"C2-4, C2-12"
E9-1118,,24’ - 0”,1 pc.,548,"C2-4, C2-12"
E9-1118,,24’ - 0”,1 pc.,743,"C2-4, C2-12"
E9-1126,,24’ - 0”,1 pc.,168,"C2-15, C3-5, C3-31, C4-5, C4-11"
E9-1126,,24’ - 0”,1 pc.,174,"C2-15, C3-5, C3-31, C4-5, C4-11"
E9-1126,,24’ - 0”,1 pc.,228,"C2-15, C3-5, C3-31, C4-5, C4-11"
E9-1206,,24’ - 0”,1 pc.,110,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16, E6-4, E6-13, E6-21, E7-4"
E9-1206,,24’ - 0”,1 pc.,132,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16, E6-4, E6-13, E6-21, E7-4"
E9-1206,,24’ - 0”,1 pc.,147,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16, E6-4, E6-13, E6-21, E7-4"
E9-1207,,24’ - 0”,1 pc.,113,"E2-4, E2-14, E5-3, E5-9, E5-16"
E9-1207,,24’ - 0”,1 pc.,132,"E2-4, E2-14, E5-3, E5-9, E5-16"
E9-1207,,24’ - 0”,1 pc.,144,"E2-4, E2-14, E5-3, E5-9, E5-16"
E9-1214,,24’ - 0”,1 pc.,704,E2-24
E9-1214,,24’ - 0”,1 pc.,728,E2-24
E9-1214,,24’ - 0”,1 pc.,783,E2-24
E9-1215,,24’ - 0”,1 pc.,804,"E2-11, E2-24"
E9-1215,,24’ - 0”,1 pc.,848,"E2-11, E2-24"
E9-1215,,24’ - 0”,1 pc.,900,"E2-11, E2-24"
E9-1219,,24’ - 0”,1 pc.,212,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-1219,,24’ - 0”,1 pc.,231,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-1219,,24’ - 0”,1 pc.,276,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-1220,,24’ - 0”,1 pc.,81,"E2-16, E2-28, E6-4"
E9-1220,,24’ - 0”,1 pc.,81,"E2-16, E2-28, E6-4"
E9-1220,,24’ - 0”,1 pc.,125,"E2-16, E2-28, E6-4"
E9-1223,,24’ - 0”,1 pc.,200,"E2-16, E6-4, E6-14, E6-22"
E9-1224,,22’ - 0”,1 pc.,305,"E5-3, E5-16"
E9-1224,,22’-0”,1 pc.,305,E2-4
E9-1224,,22’ - 0”,1 pc.,335,"E5-3, E5-16"
E9-1224,,22’-0”,1 pc.,335,E2-4
E9-1224,,22’ - 0”,1 pc.,357,"E5-3, E5-16"
E9-1224,,22’-0”,1 pc.,357,E2-4
E9-1225,,24’ - 0”,1 pc.,653,"E2-11, E2-24"
E9-1225,,24’ - 0”,1 pc.,693,"E2-11, E2-24"
E9-1225,,24’ - 0”,1 pc.,743,"E2-11, E2-24"
E9-1226,,24’ - 0”,1 pc.,288,E2-13
E9-1228,,24’ - 0”,1 pc.,305,E2-15
E9-1228,,24’ - 0”,1 pc.,318,E2-15
E9-1228,,24’ - 0”,1 pc.,344,E2-15
E9-1229,,24’ - 0”,1 pc.,182,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-1229,,24’ - 0”,1 pc.,201,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-1229,,24’ - 0”,1 pc.,278,"E2-3, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-1231,,24’ - 0”,1 pc.,102,"E2-16, E6-4, E6-14, E6-22"
E9-1232,,24’ - 0”,1 pc.,81,E2-16
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1232,,24’ - 0”,1 pc.,81,E2-16
E9-1232,,24’ - 0”,1 pc.,125,E2-16
E9-1235,,24’ - 0”,1 pc.,578,"E2-11, E2-25"
E9-1235,,24’ - 0”,1 pc.,594,"E2-11, E2-25"
E9-1235,,24’ - 0”,1 pc.,668,"E2-11, E2-25"
E9-1236,,24’ - 0”,1 pc.,228,E2-3
E9-1238,,24’ - 0”,1 pc.,257,E2-4
E9-1238,,24’ - 0”,1 pc.,270,E2-4
E9-1238,,24’ - 0”,1 pc.,311,E2-4
E9-1239,,24’ - 0”,1 pc.,989,E2-12
E9-1239,,24’ - 0”,1 pc.,1029,E2-12
E9-1239,,24’ - 0”,1 pc.,1121,E2-12
E9-1241,,24’ - 0”,1 pc.,137,E2-15
E9-1241,,24’ - 0”,1 pc.,156,E2-15
E9-1241,,24’ - 0”,1 pc.,177,E2-15
E9-1242,,24’ - 0”,1 pc.,960,"E2-11, E2-24"
E9-1242,,24’ - 0”,1 pc.,1005,"E2-11, E2-24"
E9-1242,,24’ - 0”,1 pc.,1121,"E2-11, E2-24"
E9-1246,,24’ - 0”,1 pc.,621,"E2-2, E2-25, E6-2, E6-12, E6-20"
E9-1246,,24’ - 0”,1 pc.,636,"E2-2, E2-25, E6-2, E6-12, E6-20"
E9-1246,,24’ - 0”,1 pc.,710,"E2-2, E2-25, E6-2, E6-12, E6-20"
E9-1248,,24’ - 0”,1 pc.,185,E2-4
E9-1250,,24’ - 0”,1 pc.,530,"E2-2, E2-25, E6-2, E6-12, E6-20"
E9-1250,,24’ - 0”,1 pc.,560,"E2-2, E2-25, E6-2, E6-12, E6-20"
E9-1250,,24’ - 0”,1 pc.,635,"E2-2, E2-25, E6-2, E6-12, E6-20"
E9-1253,,24’ - 0”,1 pc.,116,E2-16
E9-1253,,24’ - 0”,1 pc.,116,E2-16
E9-1253,,24’ - 0”,1 pc.,125,E2-16
E9-1255,,24’ - 0”,1 pc.,645,"E2-12, E2-25"
E9-1255,,24’ - 0”,1 pc.,687,"E2-12, E2-25"
E9-1255,,24’ - 0”,1 pc.,732,"E2-12, E2-25"
E9-1256,,24’ - 0”,1 pc.,225,"E2-3, E2-12, E2-27"
E9-1256,,24’ - 0”,1 pc.,242,"E2-3, E2-12, E2-27"
E9-1256,,24’ - 0”,1 pc.,269,"E2-3, E2-12, E2-27"
E9-1257,,24’ - 0”,1 pc.,554,"E2-12, E2-25"
E9-1257,,24’ - 0”,1 pc.,570,"E2-12, E2-25"
E9-1257,,24’ - 0”,1 pc.,641,"E2-12, E2-25"
E9-1258,,24’ - 0”,1 pc.,582,"E2-2, E2-25"
E9-1258,,24’ - 0”,1 pc.,599,"E2-2, E2-25"
E9-1258,,24’ - 0”,1 pc.,669,"E2-2, E2-25"
E9-1259,,24’ - 0”,1 pc.,495,"E2-2, E2-25"
E9-1259,,24’ - 0”,1 pc.,509,"E2-2, E2-25"
E9-1259,,24’ - 0”,1 pc.,575,"E2-2, E2-25"
E9-1260,,24’ - 0”,1 pc.,399,E2-13
E9-1260,,24’ - 0”,1 pc.,420,E2-13
E9-1260,,24’ - 0”,1 pc.,461,E2-13
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1261,,24’ - 0”,1 pc.,60.75,E2-13
E9-1261,,24’ - 0”,1 pc.,60.75,E2-13
E9-1261,,24’ - 0”,1 pc.,97.2,E2-13
E9-1269,,24’ - 0”,1 pc.,237,E5-15
E9-1269,,24’ - 0”,1 pc.,237,E5-15
E9-1269,,24’ - 0”,1 pc.,246,E5-15
E9-1270,,24’ - 0”,1 pc.,143,E5-15
E9-1270,,24’ - 0”,1 pc.,143,E5-15
E9-1270,,24’ - 0”,1 pc.,225,E5-15
E9-1275,,24’ - 0”,1 pc.,201,E5-15
E9-1275,,24’ - 0”,1 pc.,222,E5-15
E9-1275,,24’ - 0”,1 pc.,231,E5-15
E9-1278,,24’ - 0”,1 pc.,716,E2-27
E9-1278,,24’ - 0”,1 pc.,729,E2-27
E9-1278,,24’ - 0”,1 pc.,809,E2-27
E9-1279,,24’ - 0”,1 pc.,702,E2-27
E9-1279,,24’ - 0”,1 pc.,717,E2-27
E9-1279,,24’ - 0”,1 pc.,795,E2-27
E9-1280,,24’ - 0”,1 pc.,76.95,"F2-3, F2-10, E2-4, E2-15, E2-27, E2-39, E6-4, E6-13, E6-21, F3-3, F3-10"
E9-1281,,24’ - 0”,1 pc.,236,"E2-4, E2-15, E2-27, E2-40, E6-4, E6-14, E6-22"
E9-1281,,24’ - 0”,1 pc.,257,"E2-4, E2-15, E2-27, E2-40, E6-4, E6-14, E6-22"
E9-1281,,24’ - 0”,1 pc.,312,"E2-4, E2-15, E2-27, E2-40, E6-4, E6-14, E6-22"
E9-1282,,24’ - 0”,1 pc.,170,E5-15
E9-1293,,24’ - 0”,1 pc.,225,"E2-4, E2-15, E2-28, E5-3, E5-9, E5-16"
E9-1293,,24’ - 0”,1 pc.,248,"E2-4, E2-15, E2-28, E5-3, E5-9, E5-16"
E9-1293,,24’ - 0”,1 pc.,324,"E2-4, E2-15, E2-28, E5-3, E5-9, E5-16"
E9-1301,,24’ - 0”,1 pc.,266,C1-2
E9-1301,,24’ - 0”,1 pc.,294,C1-2
E9-1301,,24’ - 0”,1 pc.,425,C1-2
E9-1303,,24’ - 0”,1 pc.,294,C1-2
E9-1303,,24’ - 0”,1 pc.,317,C1-2
E9-1303,,24’ - 0”,1 pc.,446,C1-2
E9-1304,,24’ - 0”,1 pc.,251,C1-2
E9-1304,,24’ - 0”,1 pc.,278,C1-2
E9-1304,,24’ - 0”,1 pc.,410,C1-2
E9-1305,,24’ - 0”,1 pc.,87.15,C1-2
E9-1305,,24’ - 0”,1 pc.,110,C1-2
E9-1305,,24’ - 0”,1 pc.,149,C1-2
E9-1306,,24’ - 0”,1 pc.,333,C1-2
E9-1306,,24’ - 0”,1 pc.,369,C1-2
E9-1306,,24’ - 0”,1 pc.,503,C1-2
E9-1309,,24’ - 0”,1 pc.,393,"C1-3, C1-7"
E9-1309,,24’ - 0”,1 pc.,425,"C1-3, C1-7"
E9-1309,,24’ - 0”,1 pc.,629,"C1-3, C1-7"
E9-1310,,24’ - 0”,1 pc.,254,"C1-3, C1-7"
E9-1310,,24’ - 0”,1 pc.,264,"C1-3, C1-7"
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1310,,24’ - 0”,1 pc.,365,"C1-3, C1-7"
E9-1313,,24’ - 0”,1 pc.,318,"C1-7, C7-4"
E9-1313,,24’ - 0”,1 pc.,341,"C1-7, C7-4"
E9-1313,,24’ - 0”,1 pc.,467,"C1-7, C7-4"
E9-1314,,24’ - 0”,1 pc.,260,C1-7
E9-1314,,24’ - 0”,1 pc.,288,C1-7
E9-1314,,24’ - 0”,1 pc.,414,C1-7
E9-1315,,24’ - 0”,1 pc.,89.1,C1-7
E9-1315,,24’ - 0”,1 pc.,93.15,C1-7
E9-1315,,24’ - 0”,1 pc.,149,C1-7
E9-1316,,24’ - 0”,1 pc.,338,C1-7
E9-1316,,24’ - 0”,1 pc.,369,C1-7
E9-1316,,24’ - 0”,1 pc.,497,C1-7
E9-1321,,24’ - 0”,1 pc.,333,C1-3
E9-1321,,24’ - 0”,1 pc.,362,C1-3
E9-1321,,24’ - 0”,1 pc.,434,C1-3
E9-1322,,24’ - 0”,1 pc.,327,C1-3
E9-1322,,24’ - 0”,1 pc.,356,C1-3
E9-1322,,24’ - 0”,1 pc.,434,C1-3
E9-1323,,24’ - 0”,1 pc.,356,C1-3
E9-1323,,24’ - 0”,1 pc.,386,C1-3
E9-1323,,24’ - 0”,1 pc.,468,C1-3
E9-1324,,24’ - 0”,1 pc.,297,C1-3
E9-1324,,24’ - 0”,1 pc.,323,C1-3
E9-1324,,24’ - 0”,1 pc.,402,C1-3
E9-1325,,24’ - 0”,1 pc.,317,C1-2
E9-1325,,24’ - 0”,1 pc.,335,C1-2
E9-1325,,24’ - 0”,1 pc.,390,C1-2
E9-1326,,24’ - 0”,1 pc.,399,C1-2
E9-1326,,24’ - 0”,1 pc.,426,C1-2
E9-1326,,24’ - 0”,1 pc.,495,C1-2
E9-1343,,24’ - 0”,1 pc.,156,C3-16
E9-1343,,24’ - 0”,1 pc.,179,C3-16
E9-1343,,24’ - 0”,1 pc.,251,C3-16
E9-1355,,24’ - 0”,1 pc.,119,C6-2
E9-1355,,24’ - 0”,1 pc.,129,C6-2
E9-1355,,24’ - 0”,1 pc.,167,C6-2
E9-1356,,24’ - 0”,1 pc.,114,C6-2
E9-1356,,24’ - 0”,1 pc.,122,C6-2
E9-1356,,24’ - 0”,1 pc.,159,C6-2
E9-1357,,24’ - 0”,1 pc.,68.85,C6-2
E9-1357,,24’ - 0”,1 pc.,72.9,C6-2
E9-1357,,24’ - 0”,1 pc.,126,C6-2
E9-1358,,24’ - 0”,1 pc.,56.7,C6-2
E9-1358,,24’ - 0”,1 pc.,62.85,C6-2
E9-1358,,24’ - 0”,1 pc.,114,C6-2
,,,,,
Index-122,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1416,,24’ - 0”,1 pc.,144,C7-2
E9-1416,,24’ - 0”,1 pc.,162,C7-2
E9-1416,,24’ - 0”,1 pc.,243,C7-2
E9-1438,,24’ - 0”,1 pc.,530,C7-3
E9-1438,,24’ - 0”,1 pc.,558,C7-3
E9-1438,,24’ - 0”,1 pc.,618,C7-3
E9-1439,,24’ - 0”,1 pc.,218,C7-3
E9-1440,,24’ - 0”,1 pc.,225,C7-3
E9-1592,,24’ - 0”,1 pc.,81,"C2-15, C3-4, C3-5, C3-6, C3-23, C3-29, C3-31, C4-11, C4-12, C4-26"
E9-1592,,24’ - 0”,1 pc.,85.05,"C2-15, C3-4, C3-5, C3-6, C3-23, C3-29, C3-31 ,C4-11, C4-12, C4-26"
E9-1592,,24’ - 0”,1 pc.,132,"C2-15, C3-4, C3-5, C3-6, C3-23, C3-29, C3-31, C4-11, C4-12, C4-26"
E9-1602,,24’ - 0”,1 pc.,114,E3-3
E9-1602,,24’ - 0”,1 pc.,114,E3-3
E9-1602,,24’ - 0”,1 pc.,120,E3-3
E9-1604,,24’ - 0”,1 pc.,81,E3-3
E9-1604,,24’ - 0”,1 pc.,81,E3-3
E9-1604,,24’ - 0”,1 pc.,114,E3-3
E9-1611,,24’ - 0”,1 pc.,252,E3-3
E9-1611,,24’ - 0”,1 pc.,252,E3-3
E9-1611,,24’ - 0”,1 pc.,288,E3-3
E9-1612,,24’ - 0”,1 pc.,582,E3-2
E9-1612,,24’ - 0”,1 pc.,600,E3-2
E9-1612,,24’ - 0”,1 pc.,671,E3-2
E9-1613,,24’ - 0”,1 pc.,671,E3-2
E9-1613,,24’ - 0”,1 pc.,716,E3-2
E9-1613,,24’ - 0”,1 pc.,777,E3-2
E9-1617,,24’ - 0”,1 pc.,156,E3-3
E9-1617,,24’ - 0”,1 pc.,156,E3-3
E9-1617,,24’ - 0”,1 pc.,182,E3-3
E9-1618,,24’ - 0”,1 pc.,76.95,E3-3
E9-1619,,24’ - 0”,1 pc.,107,E3-4
E9-1619,,24’ - 0”,1 pc.,107,E3-4
E9-1619,,24’ - 0”,1 pc.,132,E3-4
E9-1639,,24’ - 0”,1 pc.,380,E3-3
E9-1641,,24’ - 0”,1 pc.,243,E3-3
E9-1641,,24’ - 0”,1 pc.,243,E3-3
E9-1641,,24’ - 0”,1 pc.,300,E3-3
E9-1642,,24’ - 0”,1 pc.,182,E3-5
E9-1643,,24’ - 0”,1 pc.,102,E3-5
E9-1644,,24’ - 0”,1 pc.,147,E3-5
E9-1650,,24’ - 0”,1 pc.,251,E3-4
E9-1650,,24’ - 0”,1 pc.,251,E3-4
E9-1650,,24’ - 0”,1 pc.,258,E3-4
E9-1651,,24’ - 0”,1 pc.,66.9,E3-4
E9-1651,,24’ - 0”,1 pc.,68.85,E3-4
E9-1651,,24’ - 0”,1 pc.,79.05,E3-4
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1652,,24’ - 0”,1 pc.,1122,E3-4
E9-1652,,24’ - 0”,1 pc.,1169,E3-4
E9-1652,,24’ - 0”,1 pc.,1272,E3-4
E9-1653,,24’ - 0”,1 pc.,212,E3-4
E9-1653,,24’ - 0”,1 pc.,228,E3-4
E9-1653,,24’ - 0”,1 pc.,251,E3-4
E9-1656,,24’ - 0”,1 pc.,365,E3-3
E9-1656,,24’ - 0”,1 pc.,381,E3-3
E9-1656,,24’ - 0”,1 pc.,491,E3-3
E9-1657,,24’ - 0”,1 pc.,182,E3-3
E9-1657,,24’ - 0”,1 pc.,182,E3-3
E9-1657,,24’ - 0”,1 pc.,231,E3-3
E9-1659,,24’ - 0”,1 pc.,578,E3-2
E9-1659,,24’ - 0”,1 pc.,636,E3-2
E9-1659,,24’ - 0”,1 pc.,1017,E3-2
E9-1660,,24’ - 0”,1 pc.,189,E3-4
E9-1660,,24’ - 0”,1 pc.,206,E3-4
E9-1660,,24’ - 0”,1 pc.,231,E3-4
E9-1661,,24’ - 0”,1 pc.,224,E3-4
E9-1661,,24’ - 0”,1 pc.,224,E3-4
E9-1661,,24’ - 0”,1 pc.,251,E3-4
E9-1670,,24’ - 0”,1 pc.,467,E3-2
E9-1670,,24’ - 0”,1 pc.,489,E3-2
E9-1670,,24’ - 0”,1 pc.,575,E3-2
E9-1671,,24’ - 0”,1 pc.,443,E3-2
E9-1671,,24’ - 0”,1 pc.,461,E3-2
E9-1671,,24’ - 0”,1 pc.,513,E3-2
E9-1672,,24’ - 0”,1 pc.,107,E3-2
E9-1672,,24’ - 0”,1 pc.,125,E3-2
E9-1672,,24’ - 0”,1 pc.,201,E3-2
E9-1702,,24’ - 0”,1 pc.,188,"D2-4, D2-6, D2-11, D5-2, D5-3, D5-8, D5-9, D5-15"
E9-1702,,24’ - 0”,1 pc.,189,"D2-4, D2-6, D2-11, D5-2, D5-3, D5-8, D5-9, D5-15"
E9-1702,,24’ - 0”,1 pc.,291,"D2-4, D2-6, D2-11, D5-2, D5-3, D5-8, D5-9, D5-15"
E9-1705,,24’ - 0”,1 pc.,219,D2-6
E9-1705,,24’ - 0”,1 pc.,222,D2-6
E9-1705,,24’ - 0”,1 pc.,254,D2-6
E9-1707,,24’ - 0”,1 pc.,113,"D2-4, D2-7, D2-8, D6-2, D6-5, D6-8"
E9-1707,,24’ - 0”,1 pc.,113,"D2-4, D2-7, D2-8, D6-2, D6-5, D6-8"
E9-1707,,24’ - 0”,1 pc.,161,"D2-4, D2-7, D2-8, D6-2, D6-5, D6-8"
E9-1708,,24’ - 0”,1 pc.,104,"D2-4, D2-7, D6-2, D6-5, D6-8"
E9-1708,,24’ - 0”,1 pc.,129,"D2-4, D2-7, D6-2, D6-5, D6-8"
E9-1708,,24’ - 0”,1 pc.,155,"D2-4, D2-7, D6-2, D6-5, D6-8"
E9-1713,,24’ - 0”,1 pc.,230,D2-6
E9-1713,,24’ - 0”,1 pc.,251,D2-6
E9-1713,,24’ - 0”,1 pc.,369,D2-6
E9-1715,,24’ - 0”,1 pc.,99.3,"D2-4, D2-8, D5-2, D5-5, D5-8, D5-11, D6-2, D6-8, D7-5, D7-9"
,,,,,
Index-124,,,,,
"Effective Date: May 2, 2025",,,,,
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1715,,24’ - 0”,1 pc.,107,"D2-4, D2-8, D5-2, D5-5, D5-8, D5-11, D6-2, D6-8, D7-5, D7-9"
E9-1715,,24’ - 0”,1 pc.,159,"D2-4, D2-8, D5-2, D5-5, D5-8, D5-11, D6-2, D6-8, D7-5, D7-9"
E9-1719,,22’ - 2”,1 pc.,578,"D2-10, D5-14"
E9-1719,,22’ - 2”,1 pc.,636,"D2-10, D5-14"
E9-1719,,22’ - 2”,1 pc.,789,"D2-10, D5-14"
E9-1721,,24’ - 0”,1 pc.,231,"D2-10, D5-14, D6-11"
E9-1721,,24’ - 0”,1 pc.,234,"D2-10, D5-14, D6-11"
E9-1721,,24’ - 0”,1 pc.,288,"D2-10, D5-14, D6-11"
E9-1724,,24’ - 0”,1 pc.,183,D2-8
E9-1724,,24’ - 0”,1 pc.,188,D2-8
E9-1724,,24’ - 0”,1 pc.,258,D2-8
E9-1725,,24’ - 0”,1 pc.,95.25,"D2-4, D2-7, D2-9, D2-10, D5-4, D5-10, D5-14, D6-3, D6-6, D6-9, D6-11"
E9-1725,,24’ - 0”,1 pc.,97.2,"D2-4, D2-7, D2-9, D2-10, D5-4, D5-10, D5-14, D6-3, D6-6, D6-9, D6-11"
E9-1725,,24’ - 0”,1 pc.,132,"D2-4, D2-7, D2-9, D2-10, D5-4, D5-10, D5-14, D6-3, D6-6, D6-9, D6-11"
E9-1730,,24’ - 0”,1 pc.,116,"D2-8, D6-8"
E9-1730,,24’ - 0”,1 pc.,119,"D2-8, D6-8"
E9-1730,,24’ - 0”,1 pc.,170,"D2-8, D6-8"
E9-1734,,24’ - 0”,1 pc.,129,D2-6
E9-1734,,24’ - 0”,1 pc.,131,D2-6
E9-1734,,24’ - 0”,1 pc.,182,D2-6
E9-1735,,24’ - 0”,1 pc.,212,D2-8
E9-1735,,24’ - 0”,1 pc.,236,D2-8
E9-1735,,24’ - 0”,1 pc.,263,D2-8
E9-1736,,24’ - 0”,1 pc.,225,D2-8
E9-1736,,24’ - 0”,1 pc.,251,D2-8
E9-1736,,24’ - 0”,1 pc.,278,D2-8
E9-1757,,24’ - 0”,1 pc.,177,"D5-4, D5-14"
E9-1757,,24’ - 0”,1 pc.,207,"D5-4, D5-14"
E9-1757,,24’ - 0”,1 pc.,254,"D5-4, D5-14"
E9-1767,,24’ - 0”,1 pc.,297,D5-4
E9-1767,,24’ - 0”,1 pc.,332,D5-4
E9-1767,,24’ - 0”,1 pc.,372,D5-4
E9-1768,,24’ - 0”,1 pc.,344,D5-4
E9-1768,,24’ - 0”,1 pc.,380,D5-4
E9-1768,,24’ - 0”,1 pc.,462,D5-4
E9-1769,,24’ - 0”,1 pc.,359,D5-4
E9-1769,,24’ - 0”,1 pc.,396,D5-4
E9-1769,,24’ - 0”,1 pc.,567,D5-4
E9-1801,,24’ - 0”,1 pc.,338,C5-4
E9-1801,,24’ - 0”,1 pc.,381,C5-4
E9-1801,,24’ - 0”,1 pc.,461,C5-4
E9-1803,,24’ - 0”,1 pc.,309,C5-4
E9-1803,,24’ - 0”,1 pc.,353,C5-4
E9-1803,,24’ - 0”,1 pc.,471,C5-4
"Part Number                  Finish             Length              Units               List Price         Page Number(s)
or Pkg                per Unit",,,,,
E9-1804,,24’ - 0”,1 pc.,275,C5-5
E9-1804,,24’ - 0”,1 pc.,318,C5-5
E9-1804,,24’ - 0”,1 pc.,387,C5-5
E9-1805,,24’ - 0”,1 pc.,132,C5-5
E9-1805,,24’ - 0”,1 pc.,132,C5-5
E9-1805,,24’ - 0”,1 pc.,177,C5-5
E9-1806,,24’ - 0”,1 pc.,237,C5-5
E9-1806,,24’ - 0”,1 pc.,260,C5-5
E9-1806,,24’ - 0”,1 pc.,356,C5-5
E9-1807,,24’ - 0”,1 pc.,230,C5-5
E9-1807,,24’ - 0”,1 pc.,251,C5-5
E9-1807,,24’ - 0”,1 pc.,312,C5-5
E9-1808,,24’ - 0”,1 pc.,363,C5-4
E9-1808,,24’ - 0”,1 pc.,408,C5-4
E9-1808,,24’ - 0”,1 pc.,453,C5-4
E9-1809,,24’ - 0”,1 pc.,79.05,C5-5
E9-1809,,24’ - 0”,1 pc.,79.05,C5-5
E9-1809,,24’ - 0”,1 pc.,102,C5-5
E9-1810,,24’ - 0”,1 pc.,201,C5-5
E9-1810,,24’ - 0”,1 pc.,222,C5-5
