Part Number,Finish,Length,Units,List Price,Page Number(s)
E9-3513,Paint,22’ - 0”,1 pc.,350.0,"E3-5, E5-9"
E9-3513,Paint,22’-0”,1 pc.,350.0,E2-16
E9-3514,Clear,24’ - 0”,1 pc.,905.0,E2-12
E9-3514,Bronze,24’ - 0”,1 pc.,947.0,E2-12
E9-3514,Paint,24’ - 0”,1 pc.,1034.0,E2-12
E9-3516,Clear,24’ - 0”,1 pc.,191.0,E2-15
E9-3516,Bronze,24’ - 0”,1 pc.,224.0,E2-15
E9-3516,Paint,24’ - 0”,1 pc.,260.0,E2-15
E9-3521,Clear,24’ - 0”,1 pc.,182.0,"E2-4, E2-14, E2-28, E5-3, E5-9, E5-16"
Index-146,,,,,
E9-3521,Bronze,24’ - 0”,1 pc.,201.0,"E2-4, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-3521,Paint,24’ - 0”,1 pc.,236.0,"E2-4, E2-14, E2-28, E5-3, E5-9, E5-16"
E9-3525,Clear,24’ - 0”,1 pc.,819.0,E2-12
E9-3525,Bronze,24’ - 0”,1 pc.,861.0,E2-12
E9-3525,Paint,24’ - 0”,1 pc.,947.0,E2-12
E9-3527,Clear,24’ - 0”,1 pc.,126.0,E2-15
E9-3527,Bronze,24’ - 0”,1 pc.,147.0,E2-15
E9-3527,Paint,24’ - 0”,1 pc.,162.0,E2-15
E9-3528,Clear,24’ - 0”,1 pc.,872.0,E2-12
E9-3528,Bronze,24’ - 0”,1 pc.,914.0,E2-12
E9-3528,Paint,24’ - 0”,1 pc.,969.0,E2-12
E9-3530,Clear,24’ - 0”,1 pc.,132.0,E2-15
E9-3530,Bronze,24’ - 0”,1 pc.,153.0,E2-15
E9-3530,Paint,24’ - 0”,1 pc.,170.0,E2-15
E9-3531,Clear,24’ - 0”,1 pc.,606.0,E2-16
E9-3531,Bronze,24’ - 0”,1 pc.,621.0,E2-16
E9-3531,Paint,24’ - 0”,1 pc.,689.0,E2-16
E9-3533,Clear,24’ - 0”,1 pc.,137.0,E2-14
E9-3533,Bronze,24’ - 0”,1 pc.,156.0,E2-14
E9-3533,Paint,24’ - 0”,1 pc.,171.0,E2-14
E9-3537,Clear,24’ - 0”,1 pc.,708.0,"E2-11, E2-25"
E9-3537,Bronze,24’ - 0”,1 pc.,740.0,"E2-11, E2-25"
E9-3537,Paint,24’ - 0”,1 pc.,809.0,"E2-11, E2-25"
E9-3538,Clear,24’ - 0”,1 pc.,300.0,E2-15
E9-3538,Bronze,24’ - 0”,1 pc.,333.0,E2-15
E9-3538,Paint,24’ - 0”,1 pc.,428.0,E2-15
E9-3542,Clear,24’ - 0”,1 pc.,224.0,E2-15
E9-3542,Bronze,24’ - 0”,1 pc.,257.0,E2-15
E9-3542,Paint,24’ - 0”,1 pc.,282.0,E2-15
E9-3548,Clear,24’ - 0”,1 pc.,269.0,E2-15
E9-3548,Bronze,24’ - 0”,1 pc.,284.0,E2-15
E9-3548,Paint,24’ - 0”,1 pc.,341.0,E2-15
E9-3556,Mill,24’ - 0”,1 pc.,99.3,"E6-4, E6-14, E6-22"
E9-3565,Clear,24’ - 0”,1 pc.,1085.0,E2-12
E9-3565,Bronze,24’ - 0”,1 pc.,1104.0,E2-12
E9-3565,Paint,24’ - 0”,1 pc.,1214.0,E2-12
E9-3567,Clear,24’ - 0”,1 pc.,254.0,E2-15
E9-3567,Bronze,24’ - 0”,1 pc.,272.0,E2-15
E9-3567,Paint,24’ - 0”,1 pc.,303.0,E2-15
E9-3579,Clear,24’ - 0”,1 pc.,656.0,"E2-11, E2-25"
E9-3579,Bronze,24’ - 0”,1 pc.,689.0,"E2-11, E2-25"
E9-3579,Paint,24’ - 0”,1 pc.,789.0,"E2-11, E2-25"
E9-3580,Clear,24’ - 0”,1 pc.,696.0,"E2-11, E2-25, E5-8, E5-14"
E9-3580,Bronze,24’ - 0”,1 pc.,729.0,"E2-11, E2-25, E5-8, E5-14"
E9-3580,Paint,24’ - 0”,1 pc.,873.0,"E2-11, E2-25, E5-8, E5-14"
E9-3581,Clear,24’ - 0”,1 pc.,624.0,"E2-11, E2-26"
E9-3581,Bronze,24’ - 0”,1 pc.,659.0,"E2-11, E2-26"
E9-3581,Paint,24’ - 0”,1 pc.,758.0,"E2-11, E2-26"
E9-3582,Bronze,24’ - 0”,1 pc.,689.0,"E2-11, E2-26"
E9-3582,Clear,24’ - 0”,1 pc.,726.0,"E2-11, E2-26"
E9-3582,Paint,24’ - 0”,1 pc.,803.0,"E2-11, E2-26"
E9-3583,Clear,24’ - 0”,1 pc.,594.0,"E2-11, E2-26"
E9-3583,Bronze,24’ - 0”,1 pc.,621.0,"E2-11, E2-26"
E9-3583,Paint,24’ - 0”,1 pc.,698.0,"E2-11, E2-26"
E9-3584,Clear,24’ - 0”,1 pc.,624.0,"E2-11, E2-25, E5-8, E5-14"
E9-3584,Bronze,24’ - 0”,1 pc.,651.0,"E2-11, E2-25, E5-8, E5-14"
E9-3584,Paint,24’ - 0”,1 pc.,756.0,"E2-11, E2-25, E5-8, E5-14"
E9-3585,Clear,24’ - 0”,1 pc.,495.0,"E2-12, E2-26"
E9-3585,Bronze,24’ - 0”,1 pc.,519.0,"E2-12, E2-26"
E9-3585,Paint,24’ - 0”,1 pc.,587.0,"E2-12, E2-26"
E9-3586,Clear,24’ - 0”,1 pc.,627.0,"E2-11, E2-26"
E9-3586,Bronze,24’ - 0”,1 pc.,653.0,"E2-11, E2-26"
E9-3586,Paint,24’ - 0”,1 pc.,728.0,"E2-11, E2-26"
E9-3587,Clear,24’ - 0”,1 pc.,570.0,"E2-2, E2-26"
E9-3587,Bronze,24’ - 0”,1 pc.,594.0,"E2-2, E2-26"
E9-3587,Paint,24’ - 0”,1 pc.,669.0,"E2-2, E2-26"
E9-3588,Clear,24’ - 0”,1 pc.,590.0,"E2-2, E2-25, E5-2, E5-14"
E9-3588,Bronze,24’ - 0”,1 pc.,617.0,"E2-2, E2-25, E5-2, E5-14"
E9-3588,Paint,24’ - 0”,1 pc.,734.0,"E2-2, E2-25, E5-2, E5-14"
E9-3589,Clear,24’ - 0”,1 pc.,486.0,"E2-2, E2-26"
E9-3589,Bronze,24’ - 0”,1 pc.,509.0,"E2-2, E2-26"
E9-3589,Paint,24’ - 0”,1 pc.,576.0,"E2-2, E2-26"
E9-3590,Clear,24’ - 0”,1 pc.,615.0,"E2-2, E2-26"
E9-3590,Bronze,24’ - 0”,1 pc.,641.0,"E2-2, E2-26"
E9-3590,Paint,24’ - 0”,1 pc.,716.0,"E2-2, E2-26"
E9-3591,Clear,24’ - 0”,1 pc.,449.0,"E2-2, E2-26"
E9-3591,Bronze,24’ - 0”,1 pc.,471.0,"E2-2, E2-26"
E9-3591,Paint,24’ - 0”,1 pc.,548.0,"E2-2, E2-26"
E9-3592,Clear,24’ - 0”,1 pc.,477.0,"E2-2, E2-25, E5-2, E5-14"
E9-3592,Bronze,24’ - 0”,1 pc.,500.0,"E2-2, E2-25, E5-2, E5-14"
E9-3592,Paint,24’ - 0”,1 pc.,606.0,"E2-2, E2-25, E5-2, E5-14"
E9-3593,Clear,24’ - 0”,1 pc.,437.0,"E2-2, E2-26"
E9-3593,Bronze,24’ - 0”,1 pc.,459.0,"E2-2, E2-26"
E9-3593,Paint,24’ - 0”,1 pc.,534.0,"E2-2, E2-26"
E9-3594,Clear,24’ - 0”,1 pc.,560.0,"E2-2, E2-26"
E9-3594,Bronze,24’ - 0”,1 pc.,584.0,"E2-2, E2-26"
E9-3594,Paint,24’ - 0”,1 pc.,669.0,"E2-2, E2-26"
E9-3595,Clear,24’ - 0”,1 pc.,143.0,"E2-3, E2-12, E2-26, E2-39, E5-2, E5-8, E5-15, E6-3, E6-13, E6-22"
E9-3595,Bronze,24’ - 0”,1 pc.,159.0,"E2-3, E2-12, E2-26, E2-39, E5-2, E5-8, E5-15, E6-3, E6-13, E6-22"
E9-3595,Paint,24’ - 0”,1 pc.,183.0,"E2-3, E2-12, E2-26, E2-39, E5-2, E5-8, E5-15, E6-3, E6-13, E6-22"
E9-3601,Clear,24’ - 0”,1 pc.,489.0,E5-8
E9-3601,Bronze,24’ - 0”,1 pc.,521.0,E5-8
Index-148,,,,,
E9-3601,Paint,24’ - 0”,1 pc.,602.0,E5-8
E9-3602,Clear,24’ - 0”,1 pc.,503.0,E5-8
E9-3602,Bronze,24’ - 0”,1 pc.,536.0,E5-8
E9-3602,Paint,24’ - 0”,1 pc.,612.0,E5-8
E9-3604,Clear,24’ - 0”,1 pc.,716.0,"E5-8, E5-15"
E9-3604,Bronze,24’ - 0”,1 pc.,755.0,"E5-8, E5-15"
E9-3604,Paint,24’ - 0”,1 pc.,807.0,"E5-8, E5-15"
E9-3605,Clear,24’ - 0”,1 pc.,908.0,"E5-8, E5-14"
E9-3605,Bronze,24’ - 0”,1 pc.,947.0,"E5-8, E5-14"
E9-3605,Paint,24’ - 0”,1 pc.,1154.0,"E5-8, E5-14"
E9-3606,Clear,24’ - 0”,1 pc.,444.0,E5-2
E9-3606,Bronze,24’ - 0”,1 pc.,468.0,E5-2
E9-3606,Paint,24’ - 0”,1 pc.,546.0,E5-2
E9-3607,Clear,24’ - 0”,1 pc.,459.0,E5-2
E9-3607,Bronze,24’ - 0”,1 pc.,483.0,E5-2
E9-3607,Paint,24’ - 0”,1 pc.,555.0,E5-2
E9-3609,Clear,24’ - 0”,1 pc.,635.0,"E5-2, E5-15"
E9-3609,Bronze,24’ - 0”,1 pc.,663.0,"E5-2, E5-15"
E9-3609,Paint,24’ - 0”,1 pc.,732.0,"E5-2, E5-15"
E9-3610,Clear,24’ - 0”,1 pc.,842.0,"E5-2, E5-14"
E9-3610,Bronze,24’ - 0”,1 pc.,873.0,"E5-2, E5-14"
E9-3610,Paint,24’ - 0”,1 pc.,1053.0,"E5-2, E5-14"
E9-3611,Clear,24’ - 0”,1 pc.,456.0,E5-14
E9-3611,Bronze,24’ - 0”,1 pc.,480.0,E5-14
E9-3611,Paint,24’ - 0”,1 pc.,578.0,E5-14
E9-3612,Clear,24’ - 0”,1 pc.,368.0,E5-14
E9-3612,Bronze,24’ - 0”,1 pc.,387.0,E5-14
E9-3612,Paint,24’ - 0”,1 pc.,456.0,E5-14
E9-3613,Clear,24’ - 0”,1 pc.,519.0,"E2-5, E2-29, E2-40, E4-6"
E9-3613,Bronze,24’ - 0”,1 pc.,527.0,"E2-5, E2-29, E2-40, E4-6"
E9-3613,Paint,24’ - 0”,1 pc.,611.0,"E2-5, E2-29, E2-40, E4-6"
E9-3617,Clear,24’ - 0”,1 pc.,593.0,E2-16
E9-3617,Bronze,24’ - 0”,1 pc.,600.0,E2-16
E9-3617,Paint,24’ - 0”,1 pc.,686.0,E2-16
E9-3620,Clear,24’ - 0”,1 pc.,66.9,"E5-9, E5-15"
E9-3620,Bronze,24’ - 0”,1 pc.,68.85,"E5-9, E5-15"
E9-3620,Paint,24’ - 0”,1 pc.,104.0,"E5-9, E5-15"
E9-3621,Clear,24’ - 0”,1 pc.,405.0,E5-8
E9-3621,Bronze,24’ - 0”,1 pc.,428.0,E5-8
E9-3621,Paint,24’ - 0”,1 pc.,491.0,E5-8
E9-3622,Clear,24’ - 0”,1 pc.,428.0,E5-8
E9-3622,Bronze,24’ - 0”,1 pc.,450.0,E5-8
E9-3622,Paint,24’ - 0”,1 pc.,509.0,E5-8
E9-3624,Clear,24’ - 0”,1 pc.,635.0,"E5-8, E5-15"
E9-3624,Bronze,24’ - 0”,1 pc.,663.0,"E5-8, E5-15"
E9-3624,Paint,24’ - 0”,1 pc.,732.0,"E5-8, E5-15"
E9-3625,Clear,24’ - 0”,1 pc.,755.0,"E5-8, E5-14"
E9-3625,Bronze,24’ - 0”,1 pc.,783.0,"E5-8, E5-14"
E9-3625,Paint,24’ - 0”,1 pc.,932.0,"E5-8, E5-14"
E9-3626,Clear,24’ - 0”,1 pc.,357.0,E5-2
E9-3626,Bronze,24’ - 0”,1 pc.,378.0,E5-2
E9-3626,Paint,24’ - 0”,1 pc.,432.0,E5-2
E9-3627,Clear,24’ - 0”,1 pc.,402.0,E5-2
E9-3627,Bronze,24’ - 0”,1 pc.,422.0,E5-2
E9-3627,Paint,24’ - 0”,1 pc.,477.0,E5-2
E9-3629,Clear,24’ - 0”,1 pc.,515.0,"E5-2, E5-15"
E9-3629,Bronze,24’ - 0”,1 pc.,542.0,"E5-2, E5-15"
E9-3629,Paint,24’ - 0”,1 pc.,615.0,"E5-2, E5-15"
E9-3630,Clear,24’ - 0”,1 pc.,653.0,"E5-2, E5-14"
E9-3630,Bronze,24’ - 0”,1 pc.,680.0,"E5-2, E5-14"
E9-3630,Paint,24’ - 0”,1 pc.,833.0,"E5-2, E5-14"
E9-3631,Clear,24’ - 0”,1 pc.,357.0,E5-14
E9-3631,Bronze,24’ - 0”,1 pc.,378.0,E5-14
E9-3631,Paint,24’ - 0”,1 pc.,434.0,E5-14
E9-3632,Clear,24’ - 0”,1 pc.,287.0,E5-14
E9-3632,Bronze,24’ - 0”,1 pc.,305.0,E5-14
E9-3632,Paint,24’ - 0”,1 pc.,351.0,E5-14
E9-3704,Clear,24’ - 0”,1 pc.,194.0,I1-23
E9-3704,Bronze,24’ - 0”,1 pc.,212.0,I1-23
E9-3704,Paint,24’ - 0”,1 pc.,275.0,I1-23
E9-3705,Clear,24’ - 0”,1 pc.,450.0,"I1-22, I1-28, I1-47, I1-50"
E9-3705,Bronze,24’ - 0”,1 pc.,465.0,"I1-22, I1-28, I1-47, I1-50"
E9-3705,Paint,24’ - 0”,1 pc.,581.0,"I1-22, I1-28, I1-47, I1-50"
E9-3706,Bronze,24’ - 0”,1 pc.,375.0,I1-28
E9-3706,Clear,24’ - 0”,1 pc.,375.0,"I1-22, I1-47, I1-50"
E9-3706,Bronze,24’ - 0”,1 pc.,378.0,"I1-22, I1-47, I1-50"
E9-3706,Clear,24’ - 0”,1 pc.,378.0,I1-28
E9-3706,Paint,24’ - 0”,1 pc.,486.0,"I1-22, I1-28, I1-47, I1-50"
E9-3707,Clear,24’ - 0”,1 pc.,500.0,"I1-22, I1-28, I1-47, I1-50"
E9-3707,Bronze,24’ - 0”,1 pc.,503.0,"I1-22, I1-28, I1-47, I1-50"
E9-3707,Paint,24’ - 0”,1 pc.,656.0,"I1-22, I1-28, I1-47, I1-50"
E9-3708,Clear,24’ - 0”,1 pc.,305.0,"I1-22, I1-28, I1-47, I1-50"
E9-3708,Bronze,24’ - 0”,1 pc.,306.0,"I1-22, I1-28, I1-47, I1-50"
E9-3708,Paint,24’ - 0”,1 pc.,443.0,"I1-22, I1-28, I1-47, I1-50"
E9-3709,Clear,24’ - 0”,1 pc.,509.0,"I1-22, I1-28, I1-47, I1-50"
E9-3709,Bronze,24’ - 0”,1 pc.,542.0,"I1-22, I1-28, I1-47, I1-50"
E9-3709,Paint,24’ - 0”,1 pc.,663.0,"I1-22, I1-28, I1-47, I1-50"
E9-3710,Clear,24’ - 0”,1 pc.,524.0,"I1-22, I1-28, I1-47, I1-50"
E9-3710,Bronze,24’ - 0”,1 pc.,537.0,"I1-22, I1-28, I1-47, I1-50"
E9-3710,Paint,24’ - 0”,1 pc.,858.0,"I1-22, I1-28, I1-47, I1-50"
E9-3711,Clear,24’ - 0”,1 pc.,710.0,"I1-3, I1-4, I1-5, I1-6, I1-22, I1-28, I1-47, I1-50"
E9-3711,Bronze,24’ - 0”,1 pc.,732.0,"I1-22, I1-28, I1-47, I1-50"
Index-150,,,,,
E9-3711,Paint,24’ - 0”,1 pc.,929.0,"I1-22, I1-28, I1-47, I1-50"
E9-3712,Clear,24’ - 0”,1 pc.,281.0,"I1-3, I1-4, I1-5, I1-6, I1-22, I1-28, I1-47, I1-50"
E9-3712,Bronze,24’ - 0”,1 pc.,282.0,"I1-22, I1-28, I1-47, I1-50"
E9-3712,Paint,24’ - 0”,1 pc.,405.0,"I1-22, I1-28, I1-47, I1-50"
E9-3713,Clear,24’ - 0”,1 pc.,347.0,"I1-22, I1-28, I1-47, I1-50"
E9-3713,Bronze,24’ - 0”,1 pc.,362.0,"I1-22, I1-28, I1-47, I1-50"
E9-3713,Paint,24’ - 0”,1 pc.,468.0,"I1-22, I1-28, I1-47, I1-50"
E9-3714,Clear,24’ - 0”,1 pc.,543.0,"I1-22, I1-28, I1-47, I1-50"
E9-3714,Bronze,24’ - 0”,1 pc.,555.0,"I1-22, I1-28, I1-47, I1-50"
E9-3714,Paint,24’ - 0”,1 pc.,720.0,"I1-22, I1-28, I1-47, I1-50"
E9-3715,Clear,24’ - 0”,1 pc.,455.0,"I1-22, I1-28, I1-47, I1-50"
E9-3715,Bronze,24’ - 0”,1 pc.,471.0,"I1-22, I1-28, I1-47, I1-50"
E9-3715,Paint,24’ - 0”,1 pc.,669.0,"I1-22, I1-28, I1-47, I1-50"
E9-3717,Mill,24’ - 0”,1 pc.,99.3,I1-23
E9-3720,Clear,24’ - 0”,1 pc.,222.0,I1-23
E9-3720,Bronze,24’ - 0”,1 pc.,225.0,I1-23
E9-3720,Paint,24’ - 0”,1 pc.,300.0,I1-23
E9-3723,Clear,24’ - 0”,1 pc.,218.0,I1-23
E9-3723,Bronze,24’ - 0”,1 pc.,222.0,I1-23
E9-3723,Paint,24’ - 0”,1 pc.,317.0,I1-23
E9-3934,Clear,24’ - 0”,1 pc.,122.0,E6-14
E9-3934,Bronze,24’ - 0”,1 pc.,125.0,E6-14
E9-3934,Paint,24’ - 0”,1 pc.,177.0,E6-14
E9-3935,Clear,24’ - 0”,1 pc.,132.0,E6-22
E9-3935,Bronze,24’ - 0”,1 pc.,135.0,E6-22
E9-3935,Paint,24’ - 0”,1 pc.,188.0,E6-22
E9-3936,Clear,24’ - 0”,1 pc.,95.25,E6-14
E9-3936,Bronze,24’ - 0”,1 pc.,97.2,E6-14
E9-3936,Paint,24’ - 0”,1 pc.,153.0,E6-14
E9-3937,Clear,24’ - 0”,1 pc.,107.0,E6-22
E9-3937,Bronze,24’ - 0”,1 pc.,108.0,E6-22
E9-3937,Paint,24’ - 0”,1 pc.,162.0,E6-22
E9-3957,Clear,24’ - 0”,1 pc.,288.0,E7-4
E9-3957,Bronze,24’ - 0”,1 pc.,300.0,E7-4
E9-3957,Paint,24’ - 0”,1 pc.,344.0,E7-4
E9-3968,Bronze,24’ - 0”,1 pc.,138.0,E7-4
E9-3968,Clear,24’ - 0”,1 pc.,138.0,E7-4
E9-3968,Paint,24’ - 0”,1 pc.,197.0,E7-4
E9-3996,Clear,24’ - 0”,1 pc.,218.0,E7-4
E9-3996,Bronze,24’ - 0”,1 pc.,224.0,E7-4
E9-3996,Paint,24’ - 0”,1 pc.,291.0,E7-4
E9-6337,Clear,24’ - 0”,1 pc.,146.0,D8-5
E9-6337,Bronze,24’ - 0”,1 pc.,158.0,D8-5
E9-6337,Paint,24’ - 0”,1 pc.,263.0,D8-5
E9-6338,Clear,24’ - 0”,1 pc.,108.0,D8-5
E9-6338,Bronze,24’ - 0”,1 pc.,116.0,D8-5
E9-6338,Paint,24’ - 0”,1 pc.,173.0,D8-5
E9-6339,Clear,24’ - 0”,1 pc.,147.0,D8-5
E9-6339,Bronze,24’ - 0”,1 pc.,168.0,D8-5
E9-6339,Paint,24’ - 0”,1 pc.,236.0,D8-5
E9-6340,Mill,24’ - 0”,1 pc.,185.0,D8-6
E9-6342,Clear,24’ - 0”,1 pc.,113.0,"D8-5, F1-16"
E9-6342,Bronze,24’ - 0”,1 pc.,120.0,"D8-5, F1-16"
E9-6342,Paint,24’ - 0”,1 pc.,182.0,"D8-5, F1-16"
E9-6343,Clear,24’ - 0”,1 pc.,183.0,D8-4
E9-6343,Bronze,24’ - 0”,1 pc.,228.0,D8-4
E9-6343,Paint,24’ - 0”,1 pc.,254.0,D8-4
E9-6344,Clear,24’ - 0”,1 pc.,654.0,D8-2
E9-6344,Bronze,24’ - 0”,1 pc.,675.0,D8-2
E9-6344,Paint,24’ - 0”,1 pc.,858.0,D8-2
E9-6345,Clear,24’ - 0”,1 pc.,516.0,D8-2
E9-6345,Bronze,24’ - 0”,1 pc.,533.0,D8-2
E9-6345,Paint,24’ - 0”,1 pc.,705.0,D8-2
E9-6346,Clear,24’ - 0”,1 pc.,290.0,D8-5
E9-6346,Bronze,24’ - 0”,1 pc.,291.0,D8-5
E9-6346,Paint,24’ - 0”,1 pc.,324.0,D8-5
E9-6354,Clear,24’ - 0”,1 pc.,248.0,D8-2
E9-6354,Bronze,24’ - 0”,1 pc.,276.0,D8-2
E9-6354,Paint,24’ - 0”,1 pc.,360.0,D8-2
E9-6355,Clear,24’ - 0”,1 pc.,432.0,D8-2
E9-6355,Bronze,24’ - 0”,1 pc.,464.0,D8-2
E9-6355,Paint,24’ - 0”,1 pc.,584.0,D8-2
E9-6356,Clear,24’ - 0”,1 pc.,366.0,D8-3
E9-6356,Bronze,24’ - 0”,1 pc.,393.0,D8-3
E9-6356,Paint,24’ - 0”,1 pc.,536.0,D8-3
E9-6361,Clear,24’ - 0”,1 pc.,231.0,D8-2
E9-6361,Bronze,24’ - 0”,1 pc.,254.0,D8-2
E9-6361,Paint,24’ - 0”,1 pc.,342.0,D8-2
E9-7338,Bronze,24’ - 0”,1 pc.,114.0,E3-3
E9-7338,Clear,24’ - 0”,1 pc.,114.0,E3-3
E9-7338,Paint,24’ - 0”,1 pc.,135.0,E3-3
E9-7361,Clear,24’ - 0”,1 pc.,312.0,C4-2
E9-7361,Bronze,24’ - 0”,1 pc.,332.0,C4-2
E9-7361,Paint,24’ - 0”,1 pc.,396.0,C4-2
E9-7650,Bronze,24’ - 0”,1 pc.,81.0,E7-4
E9-7650,Clear,24’ - 0”,1 pc.,81.0,E7-4
E9-7650,Paint,24’ - 0”,1 pc.,125.0,E7-4
E9-7703,Clear,24’ - 0”,1 pc.,210.0,D6-5
E9-7703,Bronze,24’ - 0”,1 pc.,234.0,D6-5
E9-7703,Paint,24’ - 0”,1 pc.,284.0,D6-5
E9-7723,Clear,24’ - 0”,1 pc.,404.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-7723,Bronze,24’ - 0”,1 pc.,431.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
Index-152,,,,,
E9-7723,Paint,24’ - 0”,1 pc.,576.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-7762,Clear,24’ - 0”,1 pc.,257.0,"E2-27, E6-4, E6-14, E6-22"
E9-7762,Bronze,24’ - 0”,1 pc.,264.0,"E2-27, E6-4, E6-14, E6-22"
E9-7762,Paint,24’ - 0”,1 pc.,315.0,"E2-27, E6-4, E6-14, E6-22"
E9-7852,Bronze,24’ - 0”,1 pc.,141.0,"D7-4, D7-9, D8-5"
E9-7852,Clear,24’ - 0”,1 pc.,141.0,"D7-4, D7-9, D8-5"
E9-7852,Paint,24’ - 0”,1 pc.,270.0,"D7-4, D7-9, D8-5"
E9-7853,Clear,24’ - 0”,1 pc.,161.0,D7-9
E9-7853,Bronze,24’ - 0”,1 pc.,182.0,D7-9
E9-7853,Paint,24’ - 0”,1 pc.,236.0,D7-9
E9-7934,Clear,24’ - 0”,1 pc.,216.0,D7-7
E9-7934,Bronze,24’ - 0”,1 pc.,242.0,D7-7
E9-7934,Paint,24’ - 0”,1 pc.,278.0,D7-7
E9-7976,Clear,24’ - 0”,1 pc.,647.0,F1-8
E9-7976,Bronze,24’ - 0”,1 pc.,668.0,F1-8
E9-7976,Paint,24’ - 0”,1 pc.,810.0,F1-8
E9-7977,Clear,24’ - 0”,1 pc.,884.0,F1-8
E9-7977,Bronze,24’ - 0”,1 pc.,912.0,F1-8
E9-7977,Paint,24’ - 0”,1 pc.,1175.0,F1-8
E9-7993,Clear,24’ - 0”,1 pc.,369.0,"F1-3, F1-9"
E9-7993,Bronze,24’ - 0”,1 pc.,392.0,"F1-3, F1-9"
E9-7993,Paint,24’ - 0”,1 pc.,422.0,"F1-3, F1-9"
E9-8059,Clear,24’ - 0”,1 pc.,381.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8059,Bronze,24’ - 0”,1 pc.,426.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8059,Paint,24’ - 0”,1 pc.,549.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8121,Clear,24’ - 0”,1 pc.,1017.0,"E6-2, E6-12, E6-20"
E9-8121,Bronze,24’ - 0”,1 pc.,1082.0,"E6-2, E6-12, E6-20"
E9-8121,Paint,24’ - 0”,1 pc.,1215.0,"E6-2, E6-12, E6-20"
E9-8157,Clear,24’ - 0”,1 pc.,183.0,"D7-4, D7-9"
E9-8157,Bronze,24’ - 0”,1 pc.,228.0,"D7-4, D7-9"
E9-8157,Paint,24’ - 0”,1 pc.,254.0,"D7-4, D7-9"
E9-8167,Clear,24’ - 0”,1 pc.,686.0,F2-2
E9-8167,Bronze,24’ - 0”,1 pc.,711.0,F2-2
E9-8167,Paint,24’ - 0”,1 pc.,918.0,F2-2
E9-8168,Clear,24’ - 0”,1 pc.,584.0,F2-2
E9-8168,Bronze,24’ - 0”,1 pc.,608.0,F2-2
E9-8168,Paint,24’ - 0”,1 pc.,738.0,F2-2
E9-8169,Clear,24’ - 0”,1 pc.,132.0,"F2-2, F2-10"
E9-8169,Bronze,24’ - 0”,1 pc.,171.0,"F2-2, F2-10"
E9-8169,Paint,24’ - 0”,1 pc.,236.0,"F2-2, F2-10"
E9-8222,Clear,24’ - 0”,1 pc.,125.0,"D6-3, D6-6, D6-9, D7-5, D7-9, D8-5, F5-4"
E9-8222,Bronze,24’ - 0”,1 pc.,131.0,"D6-3, D6-6, D6-9, D7-5, D7-9, D8-5, F5-4"
E9-8222,Paint,24’ - 0”,1 pc.,167.0,"D6-3, D6-6, D6-9, D7-5, D7-9, D8-5, F5-4"
E9-8223,Clear,24’ - 0”,1 pc.,434.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8223,Bronze,24’ - 0”,1 pc.,485.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8223,Paint,24’ - 0”,1 pc.,606.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8231,Clear,24’ - 0”,1 pc.,455.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8231,Bronze,24’ - 0”,1 pc.,506.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8231,Paint,24’ - 0”,1 pc.,605.0,"D6-3, D6-6, D6-9, D7-5, D7-10, D8-5, F5-4"
E9-8428,Clear,24’ - 0”,1 pc.,519.0,"D6-3, D6-6, D6-10, D7-5, D7-10, D8-6, F5-4"
E9-8428,Bronze,24’ - 0”,1 pc.,560.0,"D6-3, D6-6, D6-10, D7-5, D7-10, D8-6, F5-4"
E9-8428,Paint,24’ - 0”,1 pc.,696.0,"D6-3, D6-6, D6-10, D7-5, D7-10, D8-6, F5-4"
E9-8439,Clear,24’ - 0”,1 pc.,537.0,D6-11
E9-8439,Bronze,24’ - 0”,1 pc.,572.0,D6-11
E9-8439,Paint,24’ - 0”,1 pc.,720.0,D6-11
E9-8489,Clear,24’ - 0”,1 pc.,303.0,"E2-27, E2-38, E6-3, E6-13, E6-21, F3-9"
E9-8489,Bronze,24’ - 0”,1 pc.,332.0,"E2-27, E2-38, E6-3, E6-13, E6-21, F3-9"
E9-8489,Paint,24’ - 0”,1 pc.,408.0,"E2-27, E2-38, E6-3, E6-13, E6-21, F3-9"
E9-8589,Clear,24’ - 0”,1 pc.,473.0,"D6-3, D6-6, D6-10, D7-5, D7-10, D8-6, F5-4"
